image,output,timestamp
"{""background"": "".gradio/flagged/image/e55a1f23bc57a8c4d1b2/background.png"", ""layers"": ["".gradio/flagged/image/52e99460eaef4d160d1b/layer_0.png""], ""composite"": "".gradio/flagged/image/a68a05c68aa3cfaf2ef6/composite.png"", ""id"": null}","{""label"": null, ""confidences"": null}",2024-10-19 19:47:08.628868
